DISPATCH_STALL_FOR_BRANCH_ABORT,CPU_READ_COMMAND_LATENCY_TO_TARGET_NODE_0_3,PIPELINE_RESTART_DUE_TO_INSTRUCTION_STREAM_PROBE,SEGMENT_REGISTER_LOADS,RETURN_STACK_OVERFLOWS,L3_CACHE_MISSES,DISPATCH_STALL_WAITING_FOR_ALL_QUIET,MEMORY_CONTROLLER_TURNAROUNDS,RETIRED_SSE_OPERATIONS,CPU_IO_REQUESTS_TO_MEMORY_IO,PERF_COUNT_SW_TASK_CLOCK,RETIRED_MMX_AND_FP_INSTRUCTIONS,CPU_CLK_UNHALTED,INTERRUPTS_MASKED_CYCLES_WITH_INTERRUPT_PENDING,INSTRUCTION_CACHE_MISSES,SMIS_RECEIVED,FP_SCHEDULER_CYCLES,CPU_READ_COMMAND_REQUESTS_TO_TARGET_NODE_0_3,CPU_READ_COMMAND_REQUESTS_TO_TARGET_NODE_4_7,RETIRED_CLFLUSH_INSTRUCTIONS,RETIRED_TAKEN_BRANCH_INSTRUCTIONS_MISPREDICTED,HYPERTRANSPORT_LINK3,DISPATCH_STALL_FOR_SERIALIZATION,DISPATCH_STALL_FOR_RESERVATION_STATION_FULL,INEFFECTIVE_SW_PREFETCHES,PERF_COUNT_HW_CACHE_MISSES,GLOBAL_TLB_FLUSHES,RETIRED_MOVE_OPS,DISPATCHED_FPU_OPS_FAST_FLAG,RETIRED_BRANCH_INSTRUCTIONS,MEMORY_REQUESTS,PERF_COUNT_HW_CPU_CYCLES,HYPERTRANSPORT_LINK1,L1_DTLB_MISS_AND_L2_DTLB_HIT,DATA_CACHE_LINES_EVICTED,MEMORY_CONTROLLER_PAGE_TABLE_OVERFLOWS,LOCKED_OPS,CPU_REQUESTS_TO_TARGET_NODE_0_3_4_7,L2_FILL_WRITEBACK,PERF_COUNT_HW_BRANCH_MISSES,INTERRUPTS_MASKED_CYCLES,INSTRUCTION_CACHE_LINES_INVALIDATED,DISPATCH_STALL_FOR_SEGMENT_LOAD,ITLB_RELOADS,GART,SIZED_COMMANDS,RETIRED_INSTRUCTIONS,HYPERTRANSPORT_LINK0,DR2_BREAKPOINT_MATCHES,RETIRED_X87_OPS,INSTRUCTION_CACHE_VICTIMS,DATA_CACHE_ACCESSES,DATA_PREFETCHES,CPU_COMMAND_LATENCY_TO_TARGET_NODE_0_3_4_7,DATA_CACHE_REFILLS_FROM_SYSTEM,PERF_COUNT_HW_CACHE_REFERENCES,PERF_COUNT_HW_BRANCH_INSTRUCTIONS,PIPELINE_RESTART_DUE_TO_SELF_MODIFYING_CODE,REQUESTS_TO_L2,RETIRED_TAKEN_BRANCH_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,RETIRED_BRANCH_RESYNCS,PREFETCH_INSTRUCTIONS_DISPATCHED,PERF_COUNT_HW_CACHE_ITLB,CANCELLED_STORE_TO_LOAD_FORWARD_OPERATIONS,LFENCE_INST_RETIRED,RETIRED_MISPREDICTED_BRANCH_INSTRUCTIONS,MEMORY_CONTROLLER_REQUESTS,RETIRED_SERIALIZING_OPS,PERF_COUNT_SW_PAGE_FAULTS_MIN,DISPATCH_STALL_FOR_SEGQUERY,FPU_EXCEPTIONS,PERF_COUNT_SW_CPU_MIGRATIONS,RETIRED_FAR_CONTROL_TRANSFERS,LS_BUFFER_2_FULL_CYCLES,L2_CACHE_MISS,DISPATCHED_FPU,PREFETCH_QUERY,INTERRUPTS_TAKEN,PROBE,MFENCE_INST_RETIRED,L1_ITLB_MISS_AND_L2_ITLB_HIT,RETIRED_FASTPATH_DOUBLE_OP_INSTRUCTIONS,CYCLES_NO_FPU_OPS_RETIRED,IO_TO_DRAM_REQUESTS_TO_TARGET_NODE,DISPATCH_STALL_FOR_REORDER_BUFFER_FULL,PERF_COUNT_SW_PAGE_FAULTS_MAJ,MISALIGNED_ACCESSES,DECODER_EMPTY,L3_FILLS_CAUSED_BY_L2_EVICTIONS,PERF_COUNT_HW_CACHE_BPU,DISPATCH_STALL_FOR_FAR_TRANSFER_OR_RSYNC,RETIRED_NEAR_RETURNS,RETIRED_NEAR_RETURNS_MISPREDICTED,L3_EVICTIONS,PERF_COUNT_SW_CONTEXT_SWITCHES,MEMORY_CONTROLLER_SLOT_MISSES,INSTRUCTION_CACHE_FETCHES,INEFFECTIVE_SW_PRQUERY,DISPATCH_STALL_FOR_FPU_FULL,PERF_COUNT_HW_INSTRUCTIONS,L1_ITLB_MISS_AND_L2_ITLB_MISS,RETIRED_CPUID_INSTRUCTIONS,SFENCE_INST_RETIRED,HYPERTRANSPORT_LINK2,RETIRED_UOPS,CPU_READ_COMMAND_LATENCY_TO_TARGET_NODE_4_7,DR3_BREAKPOINT_MATCHES,INSTRUCTION_CACHE_REFILLS_FROM_SYSTEM,L1_DTLB_AND_L2_DTLB_MISS,THERMAL_STATUS_AND_ECC_ERRORS,PERF_COUNT_HW_CACHE_L1I,ITLB_RELOADS_ABORTED,DISPATCH_STALLS,PERF_COUNT_HW_CACHE_L1D,PERF_COUNT_SW_CPU_CLOCK,PAGE_SIZE_MISMATCHES,SCRUBBER_SINGLE_BIT_ECC_ERRORS,DATA_CACHE_MISSES,L1_DTLB_HIT,PERF_COUNT_HW_CACHE_LL,MICROARCHITECTURAL_LATE_CANCEL_OF_AN_ACCESS,CPU_TO_DRAM_REQUESTS_TO_TARGET_NODE,RETIRED_INDIRECT_BRANCHES_MISPREDICTED,IBS_OPS_TAGGED,MICROARCHITECTURAL_EARLY_CANCEL_OF_AN_ACCESS,CACHE_BLOCK,DR1_BREAKPOINT_MATCHES,MEMORY_CONTROLLER_BYPASS,READ_REQUEST_TO_L3_CACHE,QUADWORDS_WRITTEN_TO_SYSTEM,DCACHE_MISSES_BY_LOCKED_INSTRUCTIONS,PIPELINE_RESTART_DUE_TO_PROBE_HIT,INSTRUCTION_CACHE_REFILLS_FROM_L2,SYSTEM_READ_RESPONSES,INSTRUCTION_FETCH_STALL,PERF_COUNT_HW_CACHE_DTLB,DR0_BREAKPOINT_MATCHES,RETURN_STACK_HITS,DRAM_ACCESSES_PAGE,DATA_CACHE_REFILLS,DISPATCH_STALL_FOR_LS_FULL,
21577426,475356208,0,0,375475,7890323,0,0,87490959,0,1000093489,377044559,2195233109,0,0,0,0,4434552,0,0,2650256,0,0,105981314,0,0,0,14278714,28990107,140035394,3126672,1449604262,984819736,0,0,0,9520625631,0,10969123,7606281,0,0,0,0,0,0,1622206630,984826003,0,0,0,921611007,0,0,0,134490325,149452801,0,34862773,127683000,0,0,6341,0,0,0,7620526,38436029,0,0,0,0,0,0,252000186,2032510,3660318851162,0,987,0,0,0,578226,649357182,0,54701364,1,0,47968741,336136,0,0,6979583,0,0,0,26319925,350572836,0,0,1397345819,0,0,0,0,1642710611,0,0,0,0,249028324668,0,0,1368211386,3725359,1000074277,0,0,0,1085002246,954542,0,15061518,0,0,261937603,0,0,0,153606797,14273421,0,0,0,4122657,1399243009,0,0,3024059,10960666,0,4024910132686,
19859080,470548821,0,0,491203,11089787,0,0,103920073,0,1000087343,378953684,2195207064,0,0,0,0,4653859,0,0,394920753,0,0,103845011,0,0,0,28660416,27284168,140791062,0,1328349300,990117976,0,0,0,0,0,13574771,7974693,0,0,0,0,0,0,1943666004,990124741,0,0,0,1204678787,0,0,0,231575917,148420806,0,33592518,117800838,0,0,63716,0,0,0,8381786,38510866,0,0,0,0,0,0,247828585,2787563,145953748832,0,992,0,0,0,98492631,699707611,0,37690536,3,0,37357666,391818,0,0,7278153,0,0,0,26771738,309760750,0,0,1627729620,0,0,0,0,1953420986,0,0,0,0,332973145374,0,0,1376650195,2509805,1000068218,0,0,0,981817690,836630,0,14106060,0,0,313241940,0,0,0,112247975,15727698,0,0,0,544308969,1427837921,0,0,1823118,11323402,0,8134086532685,
19817982,449130334,0,0,483551,12845118,0,0,96859070,0,999737503,401698899,2195157205,0,0,0,0,4191613,0,0,0,0,0,118284761,0,0,0,19119552,25919878,150628974,0,1636392188,990097175,0,0,0,0,0,7916344,7406709,0,0,0,0,0,0,1854728417,990103408,0,0,0,1143610641,0,0,0,250038113,142538302,0,29150491,124768724,0,0,53657,0,0,0,7601889,35318651,0,0,0,0,0,0,256370189,3152633,0,0,811,0,0,0,0,612096247,0,46654042,3,0,31491757,373547,0,0,6357321,0,0,0,22188979,292839057,0,0,1425114213,0,0,0,0,1868895440,0,0,0,0,244191037456,0,0,1130832053,2009918,999721559,0,0,0,1095192993,1407591,0,14074671,0,0,306692492,0,0,0,188685670,2052456065,0,0,0,0,1312807055,0,0,8935301,9600809,0,2150220014646,
19974360,605240240,0,0,405217,12042505,0,0,85795095,0,1000097261,377725363,2195146004,0,0,0,0,4180954,0,0,0,0,0,114933405,0,0,0,7236471,24403503,141305820,0,1648824112,990065434,0,0,0,0,0,5553899,7378076,0,0,0,0,0,0,1863511459,990071150,0,0,0,947032679,0,0,0,276340630,144952879,0,35774020,115872812,0,0,6751,0,0,0,7334854,30517700,0,0,0,0,0,0,154354253,2835120,0,0,682,0,0,0,0,645446745,0,66596276,4,0,48991040,327287,0,0,7797410,0,0,0,24989664,313707063,0,0,1172235998,0,0,0,0,1920728666,0,0,0,0,178798065440,0,0,917846211,3082668,1000079608,0,0,0,1177379816,1885491,0,18271274,0,0,271278484,0,0,0,210036166,0,0,0,0,0,1556070965,0,0,15150607,10463784,0,0,
25606976,670555710,0,0,547266,11457773,0,0,90949086,0,1000209135,368073509,2195106643,0,0,0,0,4369365,0,0,0,0,0,125501705,0,0,0,16853912,27341689,142238939,0,1565170938,990084879,0,0,0,0,0,10521180,6713842,0,0,0,0,0,0,1843452248,990090316,0,0,0,848195916,0,0,0,265380123,147888252,0,34966339,116684187,0,0,7999,0,0,0,6783042,28864402,0,0,0,0,0,0,202699238,1584875,0,0,591,0,0,0,0,679120782,0,114738068,5,0,63904164,376291,0,0,11335630,0,0,0,25701958,318374232,0,0,654187597,0,0,0,0,1910120350,0,0,0,0,159351715920,0,0,757189667,6931405,1000193261,0,0,0,1211148936,2241625,0,20361372,0,0,264176225,0,0,0,191914887,0,0,0,0,0,1537212301,0,0,3768941,10848579,0,0,
19922535,632474244,0,0,417645,12320295,0,0,98302195,0,1000096155,380309817,2195077614,0,0,0,0,3882741,0,0,0,0,0,98185332,0,0,0,16917367,22571958,157033867,0,1459468603,990073761,0,0,0,0,0,10804032,1140250009,0,0,0,0,0,0,1941237884,990078847,0,0,0,733799031,0,0,0,217580079,22719548889,0,30214609,116875133,0,0,28756,0,0,0,8481523,38733358,0,0,0,0,0,0,290595956,2798949,0,0,699,0,0,0,0,121074610842,0,44132340,4,0,15106869406,373084,0,0,1884890,0,0,0,27086276,335198192,0,0,1108121666,0,0,0,0,2013128809,0,0,0,0,136652632652,0,0,868899552,3982048,1000081368,0,0,0,1035416834,1186400,0,19666221,0,0,257707777,0,0,0,179966254,0,0,0,0,0,1577486526,0,0,1450579,11338442,0,0,
17135775,719791135,0,0,303309,12141252,0,0,100144697,0,1000069523,382462353,2195070678,0,0,0,0,4333051,0,0,0,0,0,85493425,0,0,0,21554538,24790436,151107134,0,1712397880,990055416,0,0,0,0,0,9006232,0,0,0,0,0,0,0,1828508670,990060206,0,0,0,989669959,0,0,0,261139726,0,0,24374963,131320197,0,0,25836,0,0,0,1161139877,47475293,0,0,0,0,0,0,180555317,3216538,0,0,660,0,0,0,0,0,0,31588545,0,0,0,359718,0,0,1711317674,0,0,0,30055898,415435943,0,0,1163958315,0,0,0,0,1904219197,0,0,0,0,191375420190,0,0,883341828,2682212,1000056641,0,0,0,1098930831,1459091,0,21792173,0,0,309326900,0,0,0,209649849,0,0,0,0,0,1322715086,0,0,4462356,12800114,0,0,
25834752,684570654,0,0,272632,12064486,0,0,97527467,0,148696980506,389820173,2195310455,0,0,0,0,4458016,0,0,0,0,0,153917450,0,0,0,20924016,25262045,163568086,0,1686222525,990015817,0,0,0,0,0,11974497,0,0,0,0,0,0,0,1860341245,990020245,0,0,0,894011475,0,0,0,315731364,0,0,31107667,18391356656,0,0,16998,0,0,0,0,44383140,0,0,0,0,0,0,269937479,2754891,0,0,701,0,0,0,0,0,0,57319915,4,0,0,358017,0,0,0,0,0,0,30466062,464396368,0,0,1319596091,0,0,0,0,1927409487,0,0,0,0,230096329086,0,0,880305575,4274859,148705140784,0,0,0,1151473890,1429928,0,20606126,0,0,366495653,0,0,0,193096576,0,0,0,0,0,1240150648,0,0,5096890,12750401,0,0,
26880474,707526270,0,0,244981,11706755,0,0,15158966541,0,0,371451427,320242090259,0,0,0,0,4142303,0,0,0,0,0,132841478,0,0,0,2817670275,4000882442,144630655,0,1604273899,989977697,0,0,0,0,0,9038171,0,0,0,0,0,0,0,2188978446,989981799,0,0,0,841252556,0,0,0,291956360,0,0,30981569,0,0,0,33147,0,0,0,0,50156065,0,0,0,0,0,0,94948836,3440323,0,0,718,0,0,0,0,0,0,68030609,5,0,0,281213,0,0,0,0,0,0,27842958,393543704,0,0,1225002913,0,0,0,0,2205428256,0,0,0,0,159377679426,0,0,928664373,3073408,0,0,0,0,1101206097,1378197,0,21756372,0,0,406154023,0,0,0,181930968,0,0,0,0,0,1308634488,0,0,7406826,11503522,0,0,
7076937752,120180560831,0,0,303165,9204657,0,0,0,0,0,56310022760,0,0,0,0,0,4424461,0,0,0,0,0,136059479,0,0,0,0,0,155627427,0,901932880,990018836,0,0,0,0,0,2623663414,0,0,0,0,0,0,0,2115800721,990022802,0,0,0,851829332,0,0,0,281390968,0,0,27679016,0,0,0,12646,0,0,0,0,47009958,0,0,0,0,0,0,43974529451,2454127,0,0,686,0,0,0,0,0,0,56824851,6,0,0,66064707,0,0,0,0,0,0,23445332,383555581,0,0,1090280374,0,0,0,0,2127895244,0,0,0,0,163531786290,0,0,896982560,3081636,0,0,0,0,1060270178,2201366,0,3685278627,0,0,298687309,0,0,0,177432268,0,0,0,0,0,1228880045,0,0,7578806,10353437,0,0,
0,0,0,0,86160468,2176485899,0,0,0,0,0,0,0,0,0,0,0,4085290,0,0,0,0,0,150282148,0,0,0,0,0,151252514,0,1348713248,162071296878,0,0,0,0,0,0,0,0,0,0,0,0,0,2077406200,162069092584,0,0,0,904718266,0,0,0,250574813,0,0,31128604,0,0,0,7603049,0,0,0,0,49225192,0,0,0,0,0,0,0,731443370,0,0,635,0,0,0,0,0,0,66483396,2,0,0,0,0,0,0,0,0,0,7150159663,381359875,0,0,1245004181,0,0,0,0,2157324899,0,0,0,0,135527400370,0,0,837385330,4822235,0,0,0,0,1047336376,2001415,0,0,0,0,330026115,0,0,0,153487609,0,0,0,0,0,1246779320,0,0,6626260,2982602779,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747771507,0,0,0,0,0,130498068,0,0,0,0,0,141053415,0,1484981681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044518143,0,0,0,0,194801582543,0,0,0,237113624,0,0,31787991,0,0,0,0,0,0,0,0,8123386102,0,0,0,0,0,0,0,0,0,0,622,0,0,0,0,0,0,73530992,1,0,0,0,0,0,0,0,0,0,0,364252222,0,0,1487013182,0,0,0,0,2052219543,0,0,0,0,180422413948,0,0,806009699,5105236,0,0,0,0,1079087395,344383,0,0,0,0,359607299,0,0,0,33753981578,0,0,0,0,0,1121008338,0,0,16010142,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160521143,0,0,0,0,0,146731508,0,1614582070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2167896423,0,0,0,0,0,0,0,0,330617417,0,0,7078154341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,0,0,57532368,188,0,0,0,0,0,0,0,0,0,0,350163657,0,0,1400893064,0,0,0,0,2182699015,0,0,0,0,127888752826,0,0,998434146,1259451,0,0,0,0,1300438261,436506596,0,0,0,0,385232413,0,0,0,0,0,0,0,0,0,1152437094,0,0,3340020,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141945188,0,0,0,0,0,166131818,0,1385570680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015546294,0,0,0,0,0,0,0,0,360656140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,18536966267,0,0,0,0,0,0,0,0,0,0,0,331049103,0,0,1341448730,0,0,0,0,2053960268,0,0,0,0,118345599652,0,0,865149217,978380726,0,0,0,0,242638490043,0,0,0,0,0,373209684,0,0,0,0,0,0,0,0,0,1033686000,0,0,2418767997,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151105919,0,0,0,0,0,27222220862,0,1469240862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926535825,0,0,0,0,0,0,0,0,254394836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306836342,0,0,1214639012,0,0,0,0,1961823621,0,0,0,0,193354995150,0,0,695932355,0,0,0,0,0,0,0,0,0,0,0,363742352,0,0,0,0,0,0,0,0,0,1171804993,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135644552,0,0,0,0,0,0,0,1546128801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910577822,0,0,0,0,0,0,0,0,262034221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407611978,0,0,1119494321,0,0,0,0,1972207965,0,0,0,0,176160183282,0,0,1096585705,0,0,0,0,0,0,0,0,0,0,0,319243396,0,0,0,0,0,0,0,0,0,1285016354,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135738535,0,0,0,0,0,0,0,1733018589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310078640,0,0,0,0,0,0,0,0,305465207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77675419958,0,0,1547962964,0,0,0,0,2326803096,0,0,0,0,102199920318,0,0,1207543164,0,0,0,0,0,0,0,0,0,0,0,252319939,0,0,0,0,0,0,0,0,0,1304611324,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105991956,0,0,0,0,0,0,0,1660688525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347823708407,0,0,0,0,0,0,0,0,258029505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640156074,0,0,0,0,359558221593,0,0,0,0,117137827818,0,0,231349180904,0,0,0,0,0,0,0,0,0,0,0,245760400,0,0,0,0,0,0,0,0,0,1170043538,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148358609,0,0,0,0,0,0,0,1646970115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317063308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149267971,0,0,0,0,0,0,0,0,0,134861331598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371530514,0,0,0,0,0,0,0,0,0,1182485017,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38371007328,0,0,0,0,0,0,0,1444133002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370422052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151826363,0,0,0,0,0,0,0,0,0,92455947292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85679699300,0,0,0,0,0,0,0,0,0,1015812256,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382109979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307454169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394886801,0,0,0,0,0,0,0,0,0,104151678832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036549939,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436509976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285207359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245947833,0,0,0,0,0,0,0,0,0,155675446070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323482709,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591350016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221031307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463184594,0,0,0,0,0,0,0,0,0,94216314302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141158145,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304558631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239034666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612950426,0,0,0,0,0,0,0,0,0,430130227514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553804730,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177430978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197635692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404290169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829275424,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514787325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323739276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294903221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149268557,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336619479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93530925159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020575990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343143550745,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499667152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091969975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679417069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921154197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656443110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500316329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358999982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418369950600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275588746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
